University,Year,Ranking
Swansea University,2023,425
Swansea University,2024,307
Universiti Teknologi PETRONAS,2017,650
Universiti Teknologi PETRONAS,2018,650
Universiti Teknologi PETRONAS,2019,530
Universiti Teknologi PETRONAS,2020,482
Universiti Teknologi PETRONAS,2021,439
Universiti Teknologi PETRONAS,2022,414
Universiti Teknologi PETRONAS,2023,361
Universiti Teknologi PETRONAS,2024,307
University of Tasmania,2017,370
University of Tasmania,2018,313
University of Tasmania,2019,287
University of Tasmania,2020,291
University of Tasmania,2021,308
University of Tasmania,2022,303
University of Tasmania,2023,293
University of Tasmania,2024,307
Universitat Pompeu Fabra,2017,283
Universitat Pompeu Fabra,2018,296
Universitat Pompeu Fabra,2019,298
Universitat Pompeu Fabra,2020,285
Universitat Pompeu Fabra,2021,287
Universitat Pompeu Fabra,2022,248
Universitat Pompeu Fabra,2023,233
Universitat Pompeu Fabra,2024,310
Universität Stuttgart,2017,263
Universität Stuttgart,2018,259
Universität Stuttgart,2019,260
Universität Stuttgart,2020,279
Universität Stuttgart,2021,333
Universität Stuttgart,2022,347
Universität Stuttgart,2023,355
Universität Stuttgart,2024,312
Indiana University Bloomington,2017,291
Indiana University Bloomington,2018,304
Indiana University Bloomington,2019,323
Indiana University Bloomington,2020,312
Indiana University Bloomington,2021,320
Indiana University Bloomington,2022,311
Indiana University Bloomington,2023,339
Indiana University Bloomington,2024,313
University of Oulu,2017,420
University of Oulu,2018,420
University of Oulu,2019,376
University of Oulu,2020,374
University of Oulu,2021,408
University of Oulu,2022,377
University of Oulu,2023,392
University of Oulu,2024,313
Quaid-i-Azam University,2017,701
Quaid-i-Azam University,2018,700
Quaid-i-Azam University,2019,560
Quaid-i-Azam University,2020,520
Quaid-i-Azam University,2021,454
Quaid-i-Azam University,2022,378
Quaid-i-Azam University,2023,363
Quaid-i-Azam University,2024,315
Saint Petersburg State University,2017,258
Saint Petersburg State University,2018,240
Saint Petersburg State University,2019,235
Saint Petersburg State University,2020,234
Saint Petersburg State University,2021,225
Saint Petersburg State University,2022,242
Saint Petersburg State University,2023,270
Saint Petersburg State University,2024,315
University of Turku,2017,234
University of Turku,2018,276
University of Turku,2019,285
University of Turku,2020,287
University of Turku,2021,287
University of Turku,2022,295
University of Turku,2023,291
University of Turku,2024,315
Simon Fraser University,2017,226
Simon Fraser University,2018,245
Simon Fraser University,2019,264
Simon Fraser University,2020,314
Simon Fraser University,2021,323
Simon Fraser University,2022,298
Simon Fraser University,2023,328
Simon Fraser University,2024,318
Bauman Moscow State Technical University,2017,306
Bauman Moscow State Technical University,2018,291
Bauman Moscow State Technical University,2019,299
Bauman Moscow State Technical University,2020,284
Bauman Moscow State Technical University,2021,282
Bauman Moscow State Technical University,2022,281
Bauman Moscow State Technical University,2023,230
Bauman Moscow State Technical University,2024,319
Sciences Po ,2017,220
Sciences Po ,2018,220
Sciences Po ,2019,221
Sciences Po ,2020,242
Sciences Po ,2021,242
Sciences Po ,2023,259
Sciences Po ,2024,319
Universidad Carlos III de Madrid,2017,280
Universidad Carlos III de Madrid,2018,281
Universidad Carlos III de Madrid,2019,253
Universidad Carlos III de Madrid,2020,298
Universidad Carlos III de Madrid,2021,311
Universidad Carlos III de Madrid,2022,351
Universidad Carlos III de Madrid,2023,320
Universidad Carlos III de Madrid,2024,319
University of Victoria,2017,325
University of Victoria,2018,346
University of Victoria,2019,359
University of Victoria,2020,364
University of Victoria,2021,370
University of Victoria,2022,334
University of Victoria,2023,359
University of Victoria,2024,322
Sun Yat-sen University,2017,297
Sun Yat-sen University,2018,319
Sun Yat-sen University,2019,295
Sun Yat-sen University,2020,287
Sun Yat-sen University,2021,263
Sun Yat-sen University,2022,260
Sun Yat-sen University,2023,267
Sun Yat-sen University,2024,323
University of Illinois at Chicago,2017,187
University of Illinois at Chicago,2018,207
University of Illinois at Chicago,2019,214
University of Illinois at Chicago,2020,231
University of Illinois at Chicago,2021,256
University of Illinois at Chicago,2022,285
University of Illinois at Chicago,2023,317
University of Illinois at Chicago,2024,323
University of Pretoria,2017,600
University of Pretoria,2018,550
University of Pretoria,2019,570
University of Pretoria,2020,560
University of Pretoria,2021,570
University of Pretoria,2022,650
University of Pretoria,2023,600
University of Pretoria,2024,323
University of South Australia,2017,288
University of South Australia,2018,279
University of South Australia,2019,264
University of South Australia,2020,274
University of South Australia,2021,295
University of South Australia,2022,326
University of South Australia,2023,363
University of South Australia,2024,326
University of Southern Denmark,2017,390
University of Southern Denmark,2018,384
University of Southern Denmark,2019,376
University of Southern Denmark,2020,372
University of Southern Denmark,2021,353
University of Southern Denmark,2022,309
University of Southern Denmark,2023,347
University of Southern Denmark,2024,326
"City, University of London",2017,314
"City, University of London",2018,343
"City, University of London",2019,351
"City, University of London",2020,349
"City, University of London",2021,350
"City, University of London",2022,330
"City, University of London",2023,355
"City, University of London",2024,328
Gwangju Institute of Science and Technology,2017,337
Gwangju Institute of Science and Technology,2018,339
Gwangju Institute of Science and Technology,2019,315
Gwangju Institute of Science and Technology,2020,322
Gwangju Institute of Science and Technology,2021,295
Gwangju Institute of Science and Technology,2022,305
Gwangju Institute of Science and Technology,2023,288
Gwangju Institute of Science and Technology,2024,328
Université Paris 1 Panthéon-Sorbonne ,2023,300
Université Paris 1 Panthéon-Sorbonne ,2024,328
USI - Università della Svizzera italiana,2021,273
USI - Università della Svizzera italiana,2022,240
USI - Università della Svizzera italiana,2023,240
USI - Università della Svizzera italiana,2024,328
Kyung Hee University,2017,264
Kyung Hee University,2018,256
Kyung Hee University,2019,264
Kyung Hee University,2020,247
Kyung Hee University,2021,236
Kyung Hee University,2022,264
Kyung Hee University,2023,270
Kyung Hee University,2024,332
"University of California, Santa Cruz",2017,296
"University of California, Santa Cruz",2018,301
"University of California, Santa Cruz",2019,336
"University of California, Santa Cruz",2020,367
"University of California, Santa Cruz",2021,416
"University of California, Santa Cruz",2022,347
"University of California, Santa Cruz",2023,375
"University of California, Santa Cruz",2024,332
Sharif University of Technology,2017,440
Sharif University of Technology,2018,480
Sharif University of Technology,2019,432
Sharif University of Technology,2020,407
Sharif University of Technology,2021,409
Sharif University of Technology,2022,381
Sharif University of Technology,2023,380
Sharif University of Technology,2024,334
University of Naples - Federico II,2017,490
University of Naples - Federico II,2018,490
University of Naples - Federico II,2019,472
University of Naples - Federico II,2020,424
University of Naples - Federico II,2021,392
University of Naples - Federico II,2022,424
University of Naples - Federico II,2023,416
University of Naples - Federico II,2024,335
Aalborg University,2017,374
Aalborg University,2018,379
Aalborg University,2019,343
Aalborg University,2020,324
Aalborg University,2021,305
Aalborg University,2022,326
Aalborg University,2023,330
Aalborg University,2024,336
Middle East Technical University,2017,480
Middle East Technical University,2018,480
Middle East Technical University,2019,560
Middle East Technical University,2020,600
Middle East Technical University,2021,650
Middle East Technical University,2022,560
Middle East Technical University,2023,510
Middle East Technical University,2024,336
Pontificia Universidad Católica del Perú,2017,490
Pontificia Universidad Católica del Perú,2018,440
Pontificia Universidad Católica del Perú,2019,560
Pontificia Universidad Católica del Perú,2020,474
Pontificia Universidad Católica del Perú,2021,432
Pontificia Universidad Católica del Perú,2023,363
Pontificia Universidad Católica del Perú,2024,336
University of Kent,2017,366
University of Kent,2018,373
University of Kent,2019,355
University of Kent,2020,368
University of Kent,2021,380
University of Kent,2022,383
University of Kent,2023,375
University of Kent,2024,336
Beijing Institute of Technology,2017,389
Beijing Institute of Technology,2018,460
Beijing Institute of Technology,2019,464
Beijing Institute of Technology,2020,436
Beijing Institute of Technology,2021,392
Beijing Institute of Technology,2022,373
Beijing Institute of Technology,2023,355
Beijing Institute of Technology,2024,340
George Washington University,2017,363
George Washington University,2018,352
George Washington University,2019,345
George Washington University,2020,336
George Washington University,2021,353
George Washington University,2022,355
George Washington University,2023,362
George Washington University,2024,340
RUDN University,2017,650
RUDN University,2018,550
RUDN University,2019,446
RUDN University,2020,392
RUDN University,2021,326
RUDN University,2022,317
RUDN University,2023,295
RUDN University,2024,342
Brunel University London,2017,345
Brunel University London,2018,346
Brunel University London,2019,332
Brunel University London,2020,359
Brunel University London,2021,368
Brunel University London,2022,351
Brunel University London,2023,412
Brunel University London,2024,343
University of Aveiro,2018,550
University of Aveiro,2019,540
University of Aveiro,2020,560
University of Aveiro,2021,590
University of Aveiro,2022,650
University of Aveiro,2023,510
University of Aveiro,2024,344
Airlangga University,2017,701
Airlangga University,2018,750
Airlangga University,2019,800
Airlangga University,2020,700
Airlangga University,2021,530
Airlangga University,2022,465
Airlangga University,2023,369
Airlangga University,2024,345
University of Saskatchewan,2017,480
University of Saskatchewan,2018,460
University of Saskatchewan,2019,461
University of Saskatchewan,2020,439
University of Saskatchewan,2021,465
University of Saskatchewan,2022,458
University of Saskatchewan,2023,473
University of Saskatchewan,2024,345
National Technical University of Athens,2017,395
National Technical University of Athens,2018,410
National Technical University of Athens,2019,446
National Technical University of Athens,2020,454
National Technical University of Athens,2021,477
National Technical University of Athens,2022,421
National Technical University of Athens,2023,422
National Technical University of Athens,2024,347
Pontificia Universidad Javeriana,2017,440
Pontificia Universidad Javeriana,2018,470
Pontificia Universidad Javeriana,2019,530
Pontificia Universidad Javeriana,2020,468
Pontificia Universidad Javeriana,2021,426
Pontificia Universidad Javeriana,2022,412
Pontificia Universidad Javeriana,2023,382
Pontificia Universidad Javeriana,2024,347
